,,,,,,,,,,Fitness,Fitness,Fitness,Predicted,Predicted,Predicted,,,,,,,
Day,Date,DoW,Dist,Time,Pace,Speed,HR,Elevation gain,Avg gradient,Indoor,Outdoor,Corrected,Hastings,Oslo,Holmestrand,Route,Notes,Actual km,Month,Week time,Actual pace,Index
793,20-May-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.486
794,21-May-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.486
795,22-May-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.487
796,23-May-2014,Friday,,,,,,,,,,,,,,,,,,,,1.488
797,24-May-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.489
798,25-May-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.489
799,26-May-2014,Monday,,,,,,,,,,,,,,,,,,,,1.490
800,27-May-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.491
801,28-May-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.492
802,29-May-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.492
803,30-May-2014,Friday,,,,,,,,,,,,,,,,,,,,1.493
804,31-May-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.494
805,1-Jun-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.495
806,2-Jun-2014,Monday,,,,,,,,,,,,,,,,,,,,1.495
807,3-Jun-2014,Tuesday,12.5,1:37:19,0:07:47,7.71,169,401,3.21%,,8.23,10.63,2:08:06,1:59:54,4:30:01,La cascate,Nasty mountain,,,,,1.496
808,4-Jun-2014,Wednesday,4.5,0:27:40,0:06:08,9.76,160,62,1.38%,,11.59,12.62,1:46:38,1:40:53,3:44:59,Round Monticelli Brusati / Villa Franciacorta,Not convinced by elevation recorded on Garmin,,,,,1.497
809,5-Jun-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.498
810,6-Jun-2014,Friday,11,1:08:47,0:06:15,9.60,162,168,1.53%,,11.12,12.26,1:49:58,1:43:52,3:51:59,Monticelli Brusati / villages to East,,,,,,1.498
811,7-Jun-2014,Saturday,4.5,0:24:58,0:05:32,10.81,173,60,1.33%,,11.05,12.05,1:52:03,1:45:44,3:56:23,MB,,,,,,1.499
812,8-Jun-2014,Sunday,,,,,,,,,,,,,,,,32.5,,3:38:44,6.73,1.500
813,9-Jun-2014,Monday,,,,,,,,,,,,,,,,,,,,1.501
814,10-Jun-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.501
815,11-Jun-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.502
816,12-Jun-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.503
817,13-Jun-2014,Friday,,,,,,,,,,,,,,,,,,,,1.504
818,14-Jun-2014,Saturday,11.2,1:07:04,0:05:59,10.02,164,137,1.22%,,11.33,12.25,1:50:05,1:43:59,3:52:14,MB & villages to West,,,,,,1.504
819,15-Jun-2014,Sunday,5,0:27:55,0:05:35,10.75,166,80,1.60%,,11.87,13.07,1:42:45,1:37:24,3:36:50,MB,,16.2,,1:34:59,5.87,1.505
820,16-Jun-2014,Monday,,,,,,,,,,,,,,,,,,,,1.506
821,17-Jun-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.507
822,18-Jun-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.507
823,19-Jun-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.508
824,20-Jun-2014,Friday,,,,,,,,,,,,,,,,,,,,1.509
825,21-Jun-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.510
826,22-Jun-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.510
827,23-Jun-2014,Monday,,,,,,,,,,,,,,,,,,,,1.511
828,24-Jun-2014,Tuesday,8.8,1:00:00,0:06:49,8.80,,105,1.19%,,,,,,,Bleiker,Approximate,,,,,1.512
829,25-Jun-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.513
830,26-Jun-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.513
831,27-Jun-2014,Friday,9.5,0:55:00,0:05:47,10.36,,85,0.89%,,,,,,,Semsvann,Approximate,,,,,1.514
832,28-Jun-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.515
833,29-Jun-2014,Sunday,,,,,,,,,,,,,,,,18.3,,1:55:00,6.28,1.516
834,30-Jun-2014,Monday,,,,,,,,,,,,,,,,,,,,1.516
835,1-Jul-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.517
